Form,CSV column,Matched field label,Domain,Score,Matched
Neuropsychological (CaPRI),Was the Letter Fluency test administered?,was the letter fluency test administered,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),FAS total raw,fas total raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),FAS Repetition raw ,fas repetition raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),FAS Rule Break raw,fas rule break raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),FAS t score,fas t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),FAS z score ,fas z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Was the Semantic Fluency test administered?,was the semantic fluency test administered,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Animals total raw,animals total raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Animals Repetition raw,animals repetition raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Animals Rule Break raw,animals rule break raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Animals t score,animals t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Animals z score ,animals z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Actions total raw ,actions total raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Actions t score,actions t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Actions z score,actions z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Actions Rule Break raw,actions rule break raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Actions Repetition raw,actions repetition raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Actions Repetition t score ,actions repetition t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Actions Repetition z score,actions repetition z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Was the Boston Naming test administered?,was the boston naming test administered,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Total (SR+SC) raw,total sr sc raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),SR+SC+PC raw,sr sc pc raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Semantic Cues,semantic cues,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Phonemic Cues,phonemic cues,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Total (SR+SC) t score,total sr sc t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Total (SR+SC) z score,total sr sc z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Was the Rey Complex Figure Test administered?,was the rey complex figure test administered,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Copy raw,copy raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Copy z score,copy z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),"Copy % range:If score = 1, select: > 16If score = 2, select: 11-16If score = 3, ",copy range _x000d_if score 1 select 16_x000d_if score 2 select 11 16_x000d_if score 3 select 6 10_x000d_if score 4 select 2 5_x000d_if score 5 select 1,Cognitive Function,0.579,Yes
Neuropsychological (CaPRI),Time raw,time raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),"Time % range:If score = 1, select: > 16If score = 2, select: 11-16If score = 3, ",time range _x000d_if score 1 select 16_x000d_if score 2 select 11 16_x000d_if score 3 select 6 10_x000d_if score 4 select 2 5_x000d_if score 5 select 1,Cognitive Function,0.579,Yes
Neuropsychological (CaPRI),Immediate Recall raw,immediate recall raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Immediate Recall t score,immediate recall t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Immediate Recall z score,immediate recall z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Delayed Recall raw,delayed recall raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Delayed Recall t score,delayed recall t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Delayed Recall z score,delayed recall z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Recog raw,recog raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Recog t score,recog t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Recog z score,recog z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Was the Hopkins Verbal Learning Test Revised administered?,was the hopkins verbal learning test revised administered,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Trial 1 raw,trial 1 raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Trial 2 raw,trial 2 raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Trial 3 raw,trial 3 raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Total Recall raw,total recall raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Total Recall t score,total recall t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Total Recall z score,total recall z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Delayed Recall raw2,delayed recall raw,Cognitive Function,0.5,Yes
Neuropsychological (CaPRI),Delayed Recall t score3,delayed recall t score,Cognitive Function,0.6,Yes
Neuropsychological (CaPRI),Delayed Recall z score ,delayed recall z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Retention (%),retention,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Retention t score ,retention t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Retention z score,retention z score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Recog. Disc. Index Raw,recog disc index raw,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Recog. Disc. Index T score,recog disc index t score,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Recog. Disc. Index z sore ,recog disc index z sore,Cognitive Function,1.0,Yes
Neuropsychological (CaPRI),Memory z score,memory z score,Composite Scores,1.0,Yes
Neuropsychological (CaPRI),Visio-Perceptual Function z score,visio perceptual function z score,Composite Scores,1.0,Yes
Neuropsychological (CaPRI),Attention z score,attention z score,Composite Scores,1.0,Yes
Neuropsychological (CaPRI),Executive Function z score,executive function z score,Composite Scores,1.0,Yes
Neuropsychological (CaPRI),Language z score,language z score,Composite Scores,1.0,Yes
Neuropsychological (CaPRI),Global Cognition z score,global cognition z score,Composite Scores,1.0,Yes
Neuropsychological (CaPRI),Cognitive Status,cognitive status,Composite Scores,1.0,Yes
Neuropsychological V02,Neuropsycholgical Test Date:,neuropsycholgical test date,Admin,1.0,Yes
Neuropsychological V02,Administered by / Administré par : ,administered by administré par,Admin,1.0,Yes
Neuropsychological V02,Age at evaluation / Âge au moment de l'évaluation:,age at evaluation âge au moment de l évaluation,Admin,1.0,Yes
Neuropsychological V02,Native language / Langue maternelle,native language langue maternelle,Admin,1.0,Yes
Neuropsychological V02,Years of education /  nombre d'années d'éducation (calculated by neuropsy):  ,years of education nombre d années d éducation calculated by neuropsy,Admin,1.0,Yes
Neuropsychological V02,Other / Autre,other autre,Admin,1.0,Yes
Neuropsychological V02,Language of evaluation / Langue d'évaluation:  ,language of evaluation langue d évaluation,Admin,1.0,Yes
Neuropsychological V02,Other / Autre2,other autre,UNMATCHED,0.333,No
Neuropsychological V02,Normal cognition (superior or equal to 26 on MoCA),normal cognition superior or equal to 26 on moca,Cognitive Function,1.0,Yes
Neuropsychological V02,Self-reported medical history  Histoire médicale auto-rapportée,self reported medical history histoire médicale auto rapportée,Cognitive Function,1.0,Yes
Neuropsychological V02,"Subjective Complaint: more difficulties with memory, judgement, concentration, p",subjective complaint more difficulties with memory judgement concentration planning etc than before plainte subjective plus de difficulté qu avant avec la mémoire le jugement la concentration la planification etc,Cognitive Function,1.0,Yes
Neuropsychological V02,Functional Impact: the cognitive complaints affect daily activities    Impact fo,functional impact the cognitive complaints affect daily activities impact fonctionnel la plainte cognitive affecte les activités du quotidien,Cognitive Function,1.0,Yes
Neuropsychological V02,Was the Hopkins Verbal Learning Test Revised administered?,was the hopkins verbal learning test revised administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data,details for missing data,Cognitive Function,1.0,Yes
Neuropsychological V02,Trial 1 raw,trial 1 raw,Cognitive Function,1.0,Yes
Neuropsychological V02,Trial 2 raw,trial 2 raw,Cognitive Function,1.0,Yes
Neuropsychological V02,Trial 3 raw,trial 3 raw,Cognitive Function,1.0,Yes
Neuropsychological V02,"Trial total 1,2,3 (Raw score)",trial total 1 2 3 raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,"Intrusions total 1,2,3 (Raw score)",intrusions total 1 2 3 raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,"Repetitions total 1,2,3 (Raw score)",repetitions total 1 2 3 raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Trial 4 delayed (Raw score),trial 4 delayed raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Intrusion 4,intrusion 4,Cognitive Function,1.0,Yes
Neuropsychological V02,Repetition 4,repetition 4,Cognitive Function,1.0,Yes
Neuropsychological V02,Comments,comments,Cognitive Function,1.0,Yes
Neuropsychological V02,Was the Rey Complex Figure Test administered?,was the rey complex figure test administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data3,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,Copy raw,copy raw,Cognitive Function,1.0,Yes
Neuropsychological V02,Copy time (sec),copy time sec,Cognitive Function,1.0,Yes
Neuropsychological V02,Copy strategy / Stratégie de copie,copy strategy stratégie de copie,Cognitive Function,1.0,Yes
Neuropsychological V02,Immediate recall raw,immediate recall raw,Cognitive Function,1.0,Yes
Neuropsychological V02,Immediate recall time (sec),immediate recall time sec,Cognitive Function,1.0,Yes
Neuropsychological V02,Delayed recall raw,delayed recall raw,Cognitive Function,1.0,Yes
Neuropsychological V02,Delayed recall time (sec),delayed recall time sec,Cognitive Function,1.0,Yes
Neuropsychological V02,Comments4,,UNMATCHED,0.0,No
Neuropsychological V02,Was the WAIS IV Digit Span test administered?,was the wais iv digit span test administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data5,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,Digit Span Forward - total correct (Raw score) ,digit span forward total correct raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Digit span forward - longest correct serie (Raw score),digit span forward longest correct serie raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Digit Span Backward - total correct (Raw score),digit span backward total correct raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Digit span backward - longest correct serie (Raw score)  ,digit span backward longest correct serie raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Comments6,,UNMATCHED,0.0,No
Neuropsychological V02,Was the Trails A B test administered?,was the trails a b test administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data7,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,Trail A raw score (time in sec.),trail a raw score time in sec,Cognitive Function,1.0,Yes
Neuropsychological V02,Trail A Errors raw score ,trail a errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Trail B raw score (time in sec.),trail b raw score time in sec,Cognitive Function,1.0,Yes
Neuropsychological V02,Trail B Errors raw score,trail b errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Comments8,,UNMATCHED,0.0,No
Neuropsychological V02,Was the CDT test administered?,was the cdt test administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data9,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,Command Clock raw (max 10),command clock raw max 10,Cognitive Function,1.0,Yes
Neuropsychological V02,Copy Clock raw (max 10),copy clock raw max 10,Cognitive Function,1.0,Yes
Neuropsychological V02,Comments10,,UNMATCHED,0.0,No
Neuropsychological V02,Was the Stroop Colour and Word test (Golden) administered?,was the stroop colour and word test golden administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data11,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,"STROOP GOLDEN : WORDS, number of responses",stroop golden words number of responses,Cognitive Function,1.0,Yes
Neuropsychological V02,"STROOP GOLDEN : words, self-corrected errors (raw score)",stroop golden words self corrected errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,"STROOP GOLDEN, words, uncorrected errors (raw score)",stroop golden words uncorrected errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,STROOP GOLDEN : COLORS Number of responses,stroop golden colors number of responses,Cognitive Function,1.0,Yes
Neuropsychological V02,"STROOP GOLDEN : colors, self-corrected errors (raw scores)",stroop golden colors self corrected errors raw scores,Cognitive Function,1.0,Yes
Neuropsychological V02,"STROOP GOLDEN: colors, uncorrected errors",stroop golden colors uncorrected errors,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop GOLDEN: INK Number of Responses ,stroop golden ink number of responses,Cognitive Function,1.0,Yes
Neuropsychological V02,"Stroop GOLDEN : ink, self-corrected errors (raw score)",stroop golden ink self corrected errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,"Stroop GOLDEN, ink, uncorrected errors (raw score)",stroop golden ink uncorrected errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Was the Stroop Colour and Word (D-KEFS) test administered?,was the stroop colour and word d kefs test administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data12,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,"Stroop - D-Kefs, Cond. 1 - COLORS : Time (sec) (Raw score)",stroop d kefs cond 1 colors time sec raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - cond. 1: self-corrected errors (Raw score),stroop d kefs cond 1 self corrected errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.1: Uncorrected errors (Raw score),stroop d kefs cond 1 uncorrected errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.1: Total errors (Raw score),stroop d kefs cond 1 total errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.1: Total errors (Automatic Calculation),stroop d kefs cond 1 total errors automatic calculation,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.2 WORDS: Time (sec) (Raw score),stroop d kefs cond 2 words time sec raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs -  Cond.2: Self-corrected errors (Raw score),stroop d kefs cond 2 self corrected errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.2: uncorrected errors (Raw score),stroop d kefs cond 2 uncorrected errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.2: total errors (Raw score),stroop d kefs cond 2 total errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.2: total errors (Automatic Calculation),stroop d kefs cond 2 total errors automatic calculation,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.3 - INK: Time (sec) (Raw score),stroop d kefs cond 3 ink time sec raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.3: self-corrected errors (Raw score),stroop d kefs cond 3 self corrected errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.3: Uncorrected errors (Raw score),stroop d kefs cond 3 uncorrected errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.3: Total errors (Raw score),stroop d kefs cond 3 total errors raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond.3: Total errors (Automatic calculation),stroop d kefs cond 3 total errors automatic calculation,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond. 3 - 1 (time),stroop d kefs cond 3 1 time,Cognitive Function,1.0,Yes
Neuropsychological V02,Stroop - D-Kefs - Cond. 3 - 1 (time) (Automatic Calculation),stroop d kefs cond 3 1 time automatic calculation,Cognitive Function,1.0,Yes
Neuropsychological V02,Comments13,,UNMATCHED,0.0,No
Neuropsychological V02,Was the Letter Fluency test administered?,was the letter fluency test administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data14,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,Letter Fluency F (Raw score),letter fluency f raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Letter Fluency A (Raw score),letter fluency a raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Letter Fluency S (Raw score),letter fluency s raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Letter Fluency Total (Raw score),letter fluency total raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Total Set-Loss errors,total set loss errors,Cognitive Function,1.0,Yes
Neuropsychological V02,Total repetition errors ,total repetition errors,Cognitive Function,1.0,Yes
Neuropsychological V02,Letter Fluency Total (Automatic Calculation),letter fluency total automatic calculation,Cognitive Function,1.0,Yes
Neuropsychological V02,Comments15,,UNMATCHED,0.0,No
Neuropsychological V02,Was the Brixton test administered?,was the brixton test administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data16,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,Brixton raw score,brixton raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Comments17,,UNMATCHED,0.0,No
Neuropsychological V02,Was the Semantic Fluency test administered?,was the semantic fluency test administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data18,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,Semantic Fluency Animals (Raw score),semantic fluency animals raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Semantic Fluency Actions (Raw score),semantic fluency actions raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Semantic Fluency Total (Raw score),semantic fluency total raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,Total Set-Loss errors19,total set loss errors,Cognitive Function,0.6,Yes
Neuropsychological V02,Total Repetition errors,total repetition errors,Cognitive Function,1.0,Yes
Neuropsychological V02,Semantic Fluency Total (Automatic Calculation),semantic fluency total automatic calculation,Cognitive Function,1.0,Yes
Neuropsychological V02,Comments20,,UNMATCHED,0.0,No
Neuropsychological V02,Was the Boston Naming test administered?,was the boston naming test administered,Cognitive Function,1.0,Yes
Neuropsychological V02,Details for missing data21,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,BNT sans indice (Raw score),bnt sans indice raw score,Cognitive Function,1.0,Yes
Neuropsychological V02,BNT sans indice + IS,bnt sans indice is,Cognitive Function,1.0,Yes
Neuropsychological V02,BNT sans indice + IS + IP,bnt sans indice is ip,Cognitive Function,1.0,Yes
Neuropsychological V02,Comments22,,UNMATCHED,0.0,No
Neuropsychological V02,Was the Purdue pegboard administered?,was the purdue pegboard administered,Motor,1.0,Yes
Neuropsychological V02,Details for missing data23,details for missing data,Cognitive Function,0.6,Yes
Neuropsychological V02,Main dominante (30 sec),main dominante 30 sec,Motor,1.0,Yes
Neuropsychological V02,Main dominante (1 min),main dominante 1 min,Motor,1.0,Yes
Neuropsychological V02,Main non dominante (30 sec),main non dominante 30 sec,Motor,1.0,Yes
Neuropsychological V02,Main non dominante (1 min),main non dominante 1 min,Motor,1.0,Yes
Neuropsychological V02,Deux mains (30 sec),deux mains 30 sec,Motor,1.0,Yes
Neuropsychological V02,Comments24,,UNMATCHED,0.0,No
Neuropsychological V02,Comments25,,UNMATCHED,0.0,No
PDQ 39,Questionnaire completed:     Questionnaire rempli:,questionnaire completed questionnaire rempli,Admin,1.0,Yes
PDQ 39,How is the questionnaire completed?     Comment le questionnaire est-il rempli? ,how is the questionnaire completed comment le questionnaire est il rempli,Admin,1.0,Yes
PDQ 39,1. Had difficulty doing the leisure activities which you would like to do?/Avez-,1 had difficulty doing the leisure activities which you would like to do avez vous eu des difficultés dans la pratique de vos loisirs,Motor,1.0,Yes
PDQ 39,"2. Had difficulty looking after your home, e.g. DIY, housework, cooking?/Avez-­v",2 had difficulty looking after your home e g diy housework cooking avez vous eu des difficultés à vous occuper de votre maison par exemple bricolage ménage cuisine,Motor,1.0,Yes
PDQ 39,3. Had difficulty carrying bags of shopping?/Avez-­vous eu des difficultés à por,3 had difficulty carrying bags of shopping avez vous eu des difficultés à porter des sacs de provisions,Motor,1.0,Yes
PDQ 39,4. Had problems walking half a mile?/Avez­�?vous eu des problèmes  pour faire 1 ,4 had problems walking half a mile avez vous eu des problèmes pour faire 1 kilomètre à pied,Motor,1.0,Yes
PDQ 39,5. Had problems walking 100 yards?/Avez-­vous eu des problèmes pour faire 100 mè,5 had problems walking 100 yards avez vous eu des problèmes pour faire 100 mètres à pied,Motor,1.0,Yes
PDQ 39,6. Had problems getting around the house as easily as you would like?/Avez-­vous,6 had problems getting around the house as easily as you would like avez vous eu des problèmes à vous déplacer chez vous aussi aisément que vous l auriez souhaité,Motor,1.0,Yes
PDQ 39,7 Had difficulty getting around in public?/Avez-­vous eu des difficultés à vous ,7 had difficulty getting around in public avez vous eu des difficultés à vous déplacer dans les lieux publics,Motor,1.0,Yes
PDQ 39,8. Needed someone else to accompany you when you went out?/Avez-­vous eu besoin ,8 needed someone else to accompany you when you went out avez vous eu besoin de quelqu un pour vous accompagner lors de vos sorties,Motor,1.0,Yes
PDQ 39,9. Felt frightened or worried about falling over in  public?/Avez-­vous eu peur ,9 felt frightened or worried about falling over in public avez vous eu peur ou vous êtes vous senti e inquiet e à l idée de tomber en public,Motor,1.0,Yes
PDQ 39,10. Been confined to the house more than you  would like?/Avez-­vous été confine,10 been confined to the house more than you would like avez vous été confine e chez vous plus que vous ne l auriez souhaité,Motor,1.0,Yes
PDQ 39,11. Had difficulty washing  yourself?/Avez-­vous eu des difficultés   pour vous ,11 had difficulty washing yourself avez vous eu des difficultés pour vous laver,Activities of Daily Living,1.0,Yes
PDQ 39,12. Had difficulty dressing  yourself?/Avez­�?vous eu des difficultés pour vous ,12 had difficulty dressing yourself avez vous eu des difficultés pour vous habiller,Activities of Daily Living,1.0,Yes
PDQ 39,13. Had problems doing up your shoe laces?/Avez-­�?vous eu des problèmes pour  b,13 had problems doing up your shoe laces avez vous eu des problèmes pour boutonner vos vêtements ou pour lacer vos chaussures,Activities of Daily Living,1.0,Yes
PDQ 39,14. Had problems writing clearly?/Avez­�?vous eu des problèmes pour écrire lisib,14 had problems writing clearly avez vous eu des problèmes pour écrire lisiblement,Activities of Daily Living,1.0,Yes
PDQ 39,15. Had difficulty cutting up your food?/Avez-­vous eu des difficultés pour coup,15 had difficulty cutting up your food avez vous eu des difficultés pour couper la nourriture,Activities of Daily Living,1.0,Yes
PDQ 39,16. Had difficulty holding a drink without spilling it?/Avez-vous eu des difficu,16 had difficulty holding a drink without spilling it avez vous eu des difficultés pour tenir un verre sans le renverser,Activities of Daily Living,1.0,Yes
PDQ 39,17. Felt depressed?/Vous êtes-­�?vous senti(e) déprimé(e)?,17 felt depressed vous êtes vous senti e déprimé e,Mood / Psychiatric,1.0,Yes
PDQ 39,18. Felt isolated and lonely?/Vous êtes�?vous senti(e) isolé(e) et seul(e)?,18 felt isolated and lonely vous êtes vous senti e isolé e et seul e,Mood / Psychiatric,1.0,Yes
PDQ 39,19. Felt weepy or tearful?/Vous êtes-­vous senti(e) au  bord des larmes ou avez-,19 felt weepy or tearful vous êtes vous senti e au bord des larmes ou avez vous pleuré,Mood / Psychiatric,1.0,Yes
PDQ 39,20. Felt angry or bitter?/Avez-­vous ressenti de la colère ou de l'amertume ?,20 felt angry or bitter avez vous ressenti de la colère ou de l amertume,Mood / Psychiatric,1.0,Yes
PDQ 39,21. Felt anxious?/Vous êtes-­vous senti(e)  anxieux(se) ?  ,21 felt anxious vous êtes vous senti e anxieux se,Mood / Psychiatric,1.0,Yes
PDQ 39,22. Felt worried about your future?/Vous êtes-­�?vous senti(e) inquiet(e) pour v,22 felt worried about your future vous êtes vous senti e inquiet e pour votre avenir,Mood / Psychiatric,1.0,Yes
PDQ 39,23. Felt you had to conceal your Parkinson's from people?/Avez-­vous ressenti le,23 felt you had to conceal your parkinson s from people avez vous ressenti le besoin de dissimuler aux autres votre maladie,Mood / Psychiatric,1.0,Yes
PDQ 39,24. Avoided situations which involve eating or drinking in public?/Avez-­vous év,24 avoided situations which involve eating or drinking in public avez vous évité des situations où vous deviez manger ou boire en public,Mood / Psychiatric,1.0,Yes
PDQ 39,25. Felt embarrassed in public due to having Parkinson's disease?/Vous êtes-­vou,25 felt embarrassed in public due to having parkinson s disease vous êtes vous senti e gêné e en public à cause de votre maladie de parkinson,Mood / Psychiatric,1.0,Yes
PDQ 39,26. Felt worried by other people's reaction to you?/Vous êtes-­�?vous senti(e) i,26 felt worried by other people s reaction to you vous êtes vous senti e inquiet e des réactions des autres à votre égard,Mood / Psychiatric,1.0,Yes
PDQ 39,27. Had problems with your close personal relationships?/Avez-­vous eu des probl,27 had problems with your close personal relationships avez vous eu des problèmes dans vos relations avec vos proches,Mood / Psychiatric,1.0,Yes
PDQ 39,28. Lacked support in the ways you need from your spouse or partner?/Avez-­vous ,28 lacked support in the ways you need from your spouse or partner avez vous manqué du soutien dont vous aviez besoin de la part de votre époux se ou conjoint e if you do not have a spouse or partner tick never si vous n avez pas de conjoint ou de partenaire cochez jamais,Mood / Psychiatric,0.909,Yes
PDQ 39,29. Lacked support in the ways you need from your family or close friends?/Avez-,29 lacked support in the ways you need from your family or close friends avez vous manqué du soutien dont vous aviez besoin de la part de votre famille ou de vos amis proches,Mood / Psychiatric,1.0,Yes
PDQ 39,30. Unexpectedly fallen asleep during the day?/Vous êtes-­�?vous endormi(e) dans,30 unexpectedly fallen asleep during the day vous êtes vous endormi e dans la journée de façon inattendue,Non-Motor,1.0,Yes
PDQ 39,"31. Had problems with your concentration, e.g. when reading or watching TV?/Avez",31 had problems with your concentration e g when reading or watching tv avez vous eu des problèmes de concentration par exemple en lisant ou en regardant la télévision,Cognitive Function,1.0,Yes
PDQ 39,32. Felt your memory was bad?/Avez�?vous senti que votre mémoire était mauvaise?,32 felt your memory was bad avez vous senti que votre mémoire était mauvaise,Cognitive Function,1.0,Yes
PDQ 39,33.  Had distressing dreams or hallucinations?/Avez­�?vous fait des mauvais rêve,33 had distressing dreams or hallucinations avez vous fait des mauvais rêves ou eu des hallucinations,Mood / Psychiatric,1.0,Yes
PDQ 39,34 Had difficulty with your speech?/Avez-­vous eu des difficultés pour parler?  ,34 had difficulty with your speech avez vous eu des difficultés pour parler,Motor,1.0,Yes
PDQ 39,35. Felt unable to communicate with people properly?/Vous êtes-­vous senti(e) in,35 felt unable to communicate with people properly vous êtes vous senti e incapable de communiquer normalement avec les autres,Mood / Psychiatric,1.0,Yes
PDQ 39,36. Felt ignored by people?/Vous êtes­�?vous senti(e) ignoré(e) par les autres? ,36 felt ignored by people vous êtes vous senti e ignoré e par les autres,Mood / Psychiatric,1.0,Yes
PDQ 39,37. Had painful muscle cramps or spasms?/Avez vous eu des crampes ou des spasmes,37 had painful muscle cramps or spasms avez vous eu des crampes ou des spasmes musculaires douloureux,Non-Motor,1.0,Yes
PDQ 39,38. Had aches and pains in your joints or body?/Avez-­vous eu mal ou avez-vous e,38 had aches and pains in your joints or body avez vous eu mal ou avez vous eu des douleurs dans les articulations ou dans le corps,Non-Motor,1.0,Yes
PDQ 39,39. Felt unpleasantly hot or cold?/Avez-­vous eu la sensation désagréable de cha,39 felt unpleasantly hot or cold avez vous eu la sensation désagréable de chaud ou de froid,Non-Motor,1.0,Yes
PDQ 39,PDQ-39 Mobility (Raw Score),pdq 39 mobility raw score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Mobility (Scale Score),pdq 39 mobility scale score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Activities of Daily Living  (Raw Score),pdq 39 activities of daily living raw score,Composite Scores,1.0,Yes
